      0.0249307 ;               0 ;        0.999689
     -0.0124653 ;       0.0215906 ;        0.999689
     -0.0124653 ;      -0.0215906 ;        0.999689
      0.0747301 ;               0 ;        0.997204
      0.0572466 ;       0.0480356 ;        0.997204
      0.0129767 ;       0.0735948 ;        0.997204
      -0.037365 ;       0.0647182 ;        0.997204
     -0.0702233 ;       0.0255592 ;        0.997204
     -0.0702233 ;      -0.0255592 ;        0.997204
      -0.037365 ;      -0.0647182 ;        0.997204
      0.0129767 ;      -0.0735948 ;        0.997204
      0.0572466 ;      -0.0480356 ;        0.997204
       0.124344 ;               0 ;        0.992239
       0.114879 ;       0.0475843 ;        0.992239
      0.0879243 ;       0.0879243 ;        0.992239
      0.0475843 ;        0.114879 ;        0.992239
    7.61386e-18 ;        0.124344 ;        0.992239
     -0.0475843 ;        0.114879 ;        0.992239
     -0.0879243 ;       0.0879243 ;        0.992239
      -0.114879 ;       0.0475843 ;        0.992239
      -0.124344 ;     1.52277e-17 ;        0.992239
      -0.114879 ;      -0.0475843 ;        0.992239
     -0.0879243 ;      -0.0879243 ;        0.992239
     -0.0475843 ;       -0.114879 ;        0.992239
   -2.28416e-17 ;       -0.124344 ;        0.992239
      0.0475843 ;       -0.114879 ;        0.992239
      0.0879243 ;      -0.0879243 ;        0.992239
       0.114879 ;      -0.0475843 ;        0.992239
       0.173648 ;               0 ;        0.984808
       0.166614 ;       0.0489223 ;        0.984808
       0.146082 ;       0.0938813 ;        0.984808
       0.113715 ;        0.131235 ;        0.984808
      0.0721361 ;        0.157956 ;        0.984808
      0.0247127 ;        0.171881 ;        0.984808
     -0.0247127 ;        0.171881 ;        0.984808
     -0.0721361 ;        0.157956 ;        0.984808
      -0.113715 ;        0.131235 ;        0.984808
      -0.146082 ;       0.0938813 ;        0.984808
      -0.166614 ;       0.0489223 ;        0.984808
      -0.173648 ;     9.83811e-17 ;        0.984808
      -0.166614 ;      -0.0489223 ;        0.984808
      -0.146082 ;      -0.0938813 ;        0.984808
      -0.113715 ;       -0.131235 ;        0.984808
