       0.382683 ;               0 ;         0.92388
      -0.191342 ;        0.331414 ;         0.92388
      -0.191342 ;       -0.331414 ;         0.92388
        0.92388 ;               0 ;        0.382683
       0.653281 ;        0.653281 ;        0.382683
    5.65713e-17 ;         0.92388 ;        0.382683
      -0.653281 ;        0.653281 ;        0.382683
       -0.92388 ;     1.13143e-16 ;        0.382683
      -0.653281 ;       -0.653281 ;        0.382683
   -1.69714e-16 ;        -0.92388 ;        0.382683
       0.653281 ;       -0.653281 ;        0.382683
        0.92388 ;               0 ;       -0.382683
       0.653281 ;        0.653281 ;       -0.382683
    5.65713e-17 ;         0.92388 ;       -0.382683
      -0.653281 ;        0.653281 ;       -0.382683
       -0.92388 ;     1.13143e-16 ;       -0.382683
      -0.653281 ;       -0.653281 ;       -0.382683
   -1.69714e-16 ;        -0.92388 ;       -0.382683
       0.653281 ;       -0.653281 ;       -0.382683
       0.382683 ;               0 ;        -0.92388
      -0.191342 ;        0.331414 ;        -0.92388
      -0.191342 ;       -0.331414 ;        -0.92388
